tweet_id,text,source,twitter_text,rating_numerator,rating_denominator,text_rating,text_rating_numerator,text_rating_denominator,date,time,retweet_count,favorite_count,retweeted,media_type,image_url_left,image_url_right,img_num,expanded_urls,jpg_url,dog_type,p_conf,is_dog,name,stage
890006608113172480,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic.  would risk a petting #BarkWeek ,13.0,10.0,"[('13', '10')]",13.0,10.0,2017-07-26,00:31:25,7171.0,30084.0,False,photo,['https://t.co/dVPW0B0Mme'],https://t.co/dVPW0B0Mme,1.0,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Samoyed,0.957979,True,Koda,
889880896479866881,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bruno. He is a service shark. Only gets out of the water to assist you.  terrifyingly good boy ,13.0,10.0,"[('13', '10')]",13.0,10.0,2017-07-25,16:11:53,4867.0,27279.0,False,photo,['https://t.co/u1XPQMl29g'],https://t.co/u1XPQMl29g,1.0,https://twitter.com/dog_rates/status/889880896479866881/photo/1,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French_bulldog,0.377417,True,Bruno,
889665388333682689,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a puppo that seems to be on the fence about something haha no but seriously someone help her.  ,13.0,10.0,"[('13', '10')]",13.0,10.0,2017-07-25,01:55:32,9827.0,47209.0,False,photo,['https://t.co/BxvuXk0UCm'],https://t.co/BxvuXk0UCm,1.0,https://twitter.com/dog_rates/status/889665388333682689/photo/1,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke,0.966327,True,,puppo
889638837579907072,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ted. He does his best. Sometimes that's not enough. But it's ok.  would assist ,12.0,10.0,"[('12', '10')]",12.0,10.0,2017-07-25,00:10:02,4435.0,26636.0,False,photo,['https://t.co/f8dEDcrKSR'],https://t.co/f8dEDcrKSR,1.0,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_bulldog,0.99165,True,Ted,
889531135344209921,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only.  puppared puppo #BarkWeek ,13.0,10.0,"[('13', '10')]",13.0,10.0,2017-07-24,17:02:04,2198.0,14836.0,False,photo,['https://t.co/y70o6h3isq'],https://t.co/y70o6h3isq,1.0,https://twitter.com/dog_rates/status/889531135344209921/photo/1,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever,0.953442,True,Stuart,puppo
889278841981685760,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim.  fr*ckin frightening #BarkWeek ,13.0,10.0,"[('13', '10')]",13.0,10.0,2017-07-24,00:19:32,5253.0,24773.0,False,photo,['https://t.co/WpHvrQedPb'],https://t.co/WpHvrQedPb,1.0,https://twitter.com/dog_rates/status/889278841981685760/video/1,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,0.626152,True,Oliver,
888917238123831296,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys.  for both ,12.0,10.0,"[('12', '10')]",12.0,10.0,2017-07-23,00:22:39,4402.0,28569.0,False,photo,['https://t.co/chxruIOUJN'],https://t.co/chxruIOUJN,1.0,https://twitter.com/dog_rates/status/888917238123831296/photo/1,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,0.714719,True,Jim,
888804989199671297,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it.  would do my best ,13.0,10.0,"[('13', '10')]",13.0,10.0,2017-07-22,16:56:37,4193.0,25087.0,False,photo,['https://t.co/HTQ77yNQ5K'],https://t.co/HTQ77yNQ5K,1.0,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,0.46976,True,Zeke,
888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive.  inspirational af ,13.0,10.0,"[('13', '10')]",13.0,10.0,2017-07-22,00:23:06,3472.0,19448.0,False,photo,['https://t.co/YnYAFCTTiK'],https://t.co/YnYAFCTTiK,3.0,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,0.700377,True,Ralphus,
888202515573088257,RT @dog_rates: This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This is Canela. She attempted some fancy porch pics. They were unsuccessful.  someone help her ,13.0,10.0,"[('13', '10')]",13.0,10.0,2017-07-21,01:02:36,,,,,['https://t.co/cLyzpcUcMX'],,2.0,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,0.809197,True,Canela,
888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice.  didn't want the job anyway ,12.0,10.0,"[('12', '10')]",12.0,10.0,2017-07-20,16:49:33,3415.0,21344.0,False,photo,['https://t.co/DK7iDPfuRX'],https://t.co/DK7iDPfuRX,1.0,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,0.995026,True,Gerald,
887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale.  h*ckin strategic ,13.0,10.0,"[('13', '10')]",13.0,10.0,2017-07-19,16:06:48,5275.0,29611.0,False,photo,['https://t.co/PhrUk20Q64'],https://t.co/PhrUk20Q64,1.0,https://twitter.com/dog_rates/status/887705289381826560/photo/1,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,True,Jeffrey,
887517139158093824,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I've yet to rate a Venezuelan Hover Wiener. This is such an honor.  paw-inspiring af (IG: roxy.thedoxy) ,14.0,10.0,"[('14', '10')]",14.0,10.0,2017-07-19,03:39:09,11425.0,45400.0,False,photo,['https://t.co/20VrLAA8ba'],https://t.co/20VrLAA8ba,1.0,https://twitter.com/dog_rates/status/887517139158093824/video/1,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,Pembroke,0.809197,True,,
887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful.  someone help her ,13.0,10.0,"[('13', '10')]",13.0,10.0,2017-07-19,00:47:34,17773.0,67749.0,False,photo,['https://t.co/cLyzpcUcMX'],https://t.co/cLyzpcUcMX,2.0,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,0.809197,True,Canela,
887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You may not have known you needed to see this today.  please enjoy (IG: emmylouroo) ,13.0,10.0,"[('13', '10')]",13.0,10.0,2017-07-18,16:08:03,10174.0,33060.0,False,photo,['https://t.co/WZqNqygEyV'],https://t.co/WZqNqygEyV,1.0,https://twitter.com/dog_rates/status/887343217045368832/video/1,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,0.330741,True,,
887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you...  would suffocate in floof ,12.0,10.0,"[('12', '10')]",12.0,10.0,2017-07-18,00:07:08,5836.0,30004.0,False,photo,['https://t.co/4Ad1jzJSdp'],https://t.co/4Ad1jzJSdp,1.0,https://twitter.com/dog_rates/status/887101392804085760/photo/1,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,True,,
886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup.  would find her an environment to thrive in ,13.0,10.0,"[('13', '10')]",13.0,10.0,2017-07-17,16:17:36,7603.0,34485.0,False,photo,['https://t.co/I6oNy0CgiT'],https://t.co/I6oNy0CgiT,2.0,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,True,Maya,
886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed  but he needs your help

 ",13.0,10.0,"[('13', '10')]",13.0,10.0,2017-07-16,23:58:41,3208.0,11833.0,False,photo,['https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b'],https://t.co/ISvKOSkd5b,1.0,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,True,Mingus,
886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. He's late for a dog meeting.  pet...al to the metal ,13.0,10.0,"[('13', '10')]",13.0,10.0,2017-07-16,20:14:00,4364.0,22008.0,False,photo,['https://t.co/BCoWue0abA'],https://t.co/BCoWue0abA,1.0,https://twitter.com/dog_rates/status/886680336477933568/photo/1,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,French_bulldog,0.999201,True,Derek,
886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate.  deep breaths Roscoe ,12.0,10.0,"[('12', '10')]",12.0,10.0,2017-07-15,23:25:31,3129.0,20789.0,False,photo,['https://t.co/RGE08MIJox'],https://t.co/RGE08MIJox,1.0,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,0.999201,True,Roscoe,pupper
886267009285017600,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy  would pet with extreme caution,12.0,10.0,"[('12', '10')]",12.0,10.0,2017-07-15,16:51:35,,,,,[],,,,,,,,,
886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix.  someone assist Waffles ,13.0,10.0,"[('13', '10')]",13.0,10.0,2017-07-15,16:17:19,6148.0,27470.0,False,photo,['https://t.co/xZDA9Qsq1O'],https://t.co/xZDA9Qsq1O,1.0,https://twitter.com/dog_rates/status/886258384151887873/photo/1,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575,True,Waffles,
886054160059072513,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Athletics:  #BATP ,12.0,10.0,"[('12', '10')]",12.0,10.0,2017-07-15,02:45:48,,,,,['https://t.co/WxwJmvjfxo'],,,"https://twitter.com/dog_rates/status/886053434075471873,https://twitter.com/dog_rates/status/886053434075471873",,,,,,
885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory.  pls pet with caution ,12.0,10.0,"[('12', '10')]",12.0,10.0,2017-07-14,22:10:11,6633.0,32039.0,False,photo,['https://t.co/BuveP0uMF1'],https://t.co/BuveP0uMF1,1.0,https://twitter.com/dog_rates/status/885984800019947520/photo/1,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,0.972494,True,Jimbo,
885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us.  would pat noggin approvingly ,13.0,10.0,"[('13', '10')]",13.0,10.0,2017-07-13,15:58:47,6290.0,35308.0,False,photo,['https://t.co/tp1kQ8i9JF'],https://t.co/tp1kQ8i9JF,1.0,https://twitter.com/dog_rates/status/885528943205470208/photo/1,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,True,Maisey,
885518971528720385,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I have a new hero and his name is Howard.  ,14.0,10.0,"[('14', '10')]",14.0,10.0,2017-07-13,15:19:09,,,,,['https://t.co/gzLHboL7Sk'],,,https://twitter.com/4bonds2carbon/status/885517367337512960,,,,,,
885311592912609280,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now.  would pet so well ,13.0,10.0,"[('13', '10')]",13.0,10.0,2017-07-13,01:35:06,18156.0,0.0,False,photo,['https://t.co/SATN4If5H5'],https://t.co/SATN4If5H5,1.0,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,Labrador_retriever,0.908703,True,Lilly,
885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings.  ,13.0,10.0,"[('13', '10')]",13.0,10.0,2017-07-12,16:03:00,4293.0,21518.0,False,photo,['https://t.co/44ItaMubBf'],https://t.co/44ItaMubBf,4.0,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.812482,True,,
884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it.  it's delightful, Earl ",12.0,10.0,"[('12', '10')]",12.0,10.0,2017-07-12,00:01:00,17857.0,75999.0,False,photo,['https://t.co/MYJvdlNRVa'],https://t.co/MYJvdlNRVa,1.0,https://twitter.com/dog_rates/status/884925521741709313/photo/1,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,0.259916,True,Earl,
884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere.  you're doing great Lola ,13.0,10.0,"[('13', '10')]",13.0,10.0,2017-07-11,20:47:12,5488.0,27405.0,False,photo,['https://t.co/74TKAUsLkO'],https://t.co/74TKAUsLkO,1.0,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103,True,Lola,
